year,state_code,producer_type,fuel_source,generators,facilities,nameplate_capacity_(megawatts),summer_capacity_(megawatts),summer_capacity_change
1995,WA,"Combined Heat and Power, Industrial Power",All Sources,,10.0,278.8,260.7,40.89999999999998
1996,WA,"Combined Heat and Power, Industrial Power",All Sources,,10.0,278.8,260.7,0.0
1997,WA,"Combined Heat and Power, Industrial Power",All Sources,,10.0,278.8,260.7,0.0
1998,WA,"Combined Heat and Power, Industrial Power",All Sources,,11.0,291.3,272.2,11.5
1999,WA,"Combined Heat and Power, Industrial Power",All Sources,,11.0,291.3,272.6,0.4000000000000341
2000,WA,"Combined Heat and Power, Industrial Power",All Sources,,10.0,266.0,249.0,-23.600000000000023
2001,WA,"Combined Heat and Power, Industrial Power",All Sources,,10.0,258.0,245.0,-4.0
2002,WA,"Combined Heat and Power, Industrial Power",All Sources,,10.0,265.0,245.0,0.0
2003,WA,"Combined Heat and Power, Industrial Power",All Sources,,10.0,271.0,255.0,10.0
2004,WA,"Combined Heat and Power, Industrial Power",All Sources,,10.0,271.0,250.0,-5.0
2005,WA,"Combined Heat and Power, Industrial Power",All Sources,,10.0,271.0,252.0,2.0
2006,WA,"Combined Heat and Power, Industrial Power",All Sources,,10.0,271.0,251.0,-1.0
2007,WA,"Combined Heat and Power, Industrial Power",All Sources,,11.0,287.0,271.0,20.0
2008,WA,"Combined Heat and Power, Industrial Power",All Sources,,12.0,304.0,289.0,18.0
2009,WA,"Combined Heat and Power, Industrial Power",All Sources,,13.0,368.0,344.0,55.0
2010,WA,"Combined Heat and Power, Industrial Power",All Sources,,13.0,365.0,342.0,-2.0
1990,WI,"Combined Heat and Power, Industrial Power",All Sources,,31.0,451.5,422.7,
1991,WI,"Combined Heat and Power, Industrial Power",All Sources,,32.0,507.2,475.3,52.60000000000002
1992,WI,"Combined Heat and Power, Industrial Power",All Sources,,34.0,512.0,481.0,5.699999999999989
1993,WI,"Combined Heat and Power, Industrial Power",All Sources,,36.0,536.7,504.2,23.19999999999999
1994,WI,"Combined Heat and Power, Industrial Power",All Sources,,38.0,569.9,534.9,30.69999999999999
1995,WI,"Combined Heat and Power, Industrial Power",All Sources,,31.0,546.8,512.3,-22.600000000000023
1996,WI,"Combined Heat and Power, Industrial Power",All Sources,,30.0,542.0,507.8,-4.499999999999943
1997,WI,"Combined Heat and Power, Industrial Power",All Sources,,29.0,538.2,504.3,-3.5
1998,WI,"Combined Heat and Power, Industrial Power",All Sources,,29.0,539.0,505.0,0.6999999999999886
1999,WI,"Combined Heat and Power, Industrial Power",All Sources,,29.0,539.0,505.1,0.10000000000002274
2000,WI,"Combined Heat and Power, Industrial Power",All Sources,,30.0,535.0,502.0,-3.1000000000000227
2001,WI,"Combined Heat and Power, Industrial Power",All Sources,,27.0,538.0,497.0,-5.0
2002,WI,"Combined Heat and Power, Industrial Power",All Sources,,29.0,588.0,541.0,44.0
2003,WI,"Combined Heat and Power, Industrial Power",All Sources,,29.0,596.0,547.0,6.0
2004,WI,"Combined Heat and Power, Industrial Power",All Sources,,30.0,596.0,536.0,-11.0
2005,WI,"Combined Heat and Power, Industrial Power",All Sources,,30.0,600.0,543.0,7.0
2006,WI,"Combined Heat and Power, Industrial Power",All Sources,,30.0,600.0,544.0,1.0
2007,WI,"Combined Heat and Power, Industrial Power",All Sources,,31.0,605.0,551.0,7.0
2008,WI,"Combined Heat and Power, Industrial Power",All Sources,,32.0,605.0,553.0,2.0
2009,WI,"Combined Heat and Power, Industrial Power",All Sources,,31.0,603.0,550.0,-3.0
2010,WI,"Combined Heat and Power, Industrial Power",All Sources,,31.0,567.0,511.0,-39.0
1990,WV,"Combined Heat and Power, Industrial Power",All Sources,,8.0,477.6,447.7,
1991,WV,"Combined Heat and Power, Industrial Power",All Sources,,8.0,477.6,447.7,0.0
1992,WV,"Combined Heat and Power, Industrial Power",All Sources,,8.0,418.1,393.2,-54.5
1993,WV,"Combined Heat and Power, Industrial Power",All Sources,,8.0,418.1,393.1,-0.0999999999999659
1994,WV,"Combined Heat and Power, Industrial Power",All Sources,,8.0,392.6,370.2,-22.900000000000034
1995,WV,"Combined Heat and Power, Industrial Power",All Sources,,8.0,392.6,370.2,0.0
1996,WV,"Combined Heat and Power, Industrial Power",All Sources,,8.0,392.6,370.2,0.0
1997,WV,"Combined Heat and Power, Industrial Power",All Sources,,8.0,392.6,370.2,0.0
1998,WV,"Combined Heat and Power, Industrial Power",All Sources,,8.0,392.6,370.2,0.0
1999,WV,"Combined Heat and Power, Industrial Power",All Sources,,8.0,392.6,370.2,0.0
2000,WV,"Combined Heat and Power, Industrial Power",All Sources,,7.0,393.0,375.0,4.800000000000011
2001,WV,"Combined Heat and Power, Industrial Power",All Sources,,7.0,384.0,364.0,-11.0
2002,WV,"Combined Heat and Power, Industrial Power",All Sources,,7.0,384.0,363.0,-1.0
2003,WV,"Combined Heat and Power, Industrial Power",All Sources,,7.0,384.0,364.0,1.0
2004,WV,"Combined Heat and Power, Industrial Power",All Sources,,7.0,384.0,368.0,4.0
2005,WV,"Combined Heat and Power, Industrial Power",All Sources,,7.0,384.0,365.0,-3.0
2006,WV,"Combined Heat and Power, Industrial Power",All Sources,,7.0,377.0,357.0,-8.0
2007,WV,"Combined Heat and Power, Industrial Power",All Sources,,5.0,276.0,268.0,-89.0
2008,WV,"Combined Heat and Power, Industrial Power",All Sources,,5.0,276.0,268.0,0.0
2009,WV,"Combined Heat and Power, Industrial Power",All Sources,,5.0,276.0,268.0,0.0
2010,WV,"Combined Heat and Power, Industrial Power",All Sources,,5.0,276.0,268.0,0.0
1990,WY,"Combined Heat and Power, Industrial Power",All Sources,,8.0,111.3,99.9,
1991,WY,"Combined Heat and Power, Industrial Power",All Sources,,6.0,105.6,94.4,-5.5
1992,WY,"Combined Heat and Power, Industrial Power",All Sources,,7.0,111.3,99.4,5.0
1993,WY,"Combined Heat and Power, Industrial Power",All Sources,,7.0,111.5,99.3,-0.10000000000000853
1994,WY,"Combined Heat and Power, Industrial Power",All Sources,,6.0,103.0,91.4,-7.8999999999999915
1995,WY,"Combined Heat and Power, Industrial Power",All Sources,,6.0,103.0,91.4,0.0
1996,WY,"Combined Heat and Power, Industrial Power",All Sources,,6.0,103.0,91.4,0.0
1997,WY,"Combined Heat and Power, Industrial Power",All Sources,,6.0,103.0,91.4,0.0
1998,WY,"Combined Heat and Power, Industrial Power",All Sources,,9.0,104.4,92.8,1.3999999999999915
1999,WY,"Combined Heat and Power, Industrial Power",All Sources,,9.0,104.4,92.8,0.0
2000,WY,"Combined Heat and Power, Industrial Power",All Sources,,8.0,104.0,93.0,0.20000000000000284
2001,WY,"Combined Heat and Power, Industrial Power",All Sources,,8.0,104.0,102.0,9.0
2002,WY,"Combined Heat and Power, Industrial Power",All Sources,,8.0,104.0,92.0,-10.0
2003,WY,"Combined Heat and Power, Industrial Power",All Sources,,8.0,104.0,91.0,-1.0
2004,WY,"Combined Heat and Power, Industrial Power",All Sources,,8.0,102.0,90.0,-1.0
2005,WY,"Combined Heat and Power, Industrial Power",All Sources,,9.0,210.0,182.0,92.0
2006,WY,"Combined Heat and Power, Industrial Power",All Sources,,9.0,210.0,182.0,0.0
2007,WY,"Combined Heat and Power, Industrial Power",All Sources,,8.0,160.0,142.0,-40.0
2008,WY,"Combined Heat and Power, Industrial Power",All Sources,,8.0,160.0,142.0,0.0
2009,WY,"Combined Heat and Power, Industrial Power",All Sources,,8.0,160.0,142.0,0.0
2010,WY,"Combined Heat and Power, Industrial Power",All Sources,,8.0,160.0,142.0,0.0
1990,AL,"Combined Heat and Power, Industrial Power",Coal,,1.0,25.0,23.2,
1991,AL,"Combined Heat and Power, Industrial Power",Coal,,1.0,25.0,23.2,0.0
1992,AL,"Combined Heat and Power, Industrial Power",Coal,,1.0,25.0,23.2,0.0
1993,AL,"Combined Heat and Power, Industrial Power",Coal,,1.0,25.0,23.2,0.0
1994,AL,"Combined Heat and Power, Industrial Power",Coal,,2.0,63.9,59.4,36.2
1995,AL,"Combined Heat and Power, Industrial Power",Coal,,1.0,25.0,23.2,-36.2
1996,AL,"Combined Heat and Power, Industrial Power",Coal,,1.0,25.0,23.2,0.0
1997,AL,"Combined Heat and Power, Industrial Power",Coal,,1.0,25.0,23.2,0.0
1998,AL,"Combined Heat and Power, Industrial Power",Coal,,1.0,25.0,23.2,0.0
1999,AL,"Combined Heat and Power, Industrial Power",Coal,,1.0,25.0,23.2,0.0
2000,AL,"Combined Heat and Power, Industrial Power",Coal,,2.0,117.0,108.0,84.8
2001,AL,"Combined Heat and Power, Industrial Power",Coal,,1.0,25.0,23.0,-85.0
2002,AL,"Combined Heat and Power, Industrial Power",Coal,,1.0,20.0,19.0,-4.0
2003,AL,"Combined Heat and Power, Industrial Power",Coal,,1.0,15.0,14.0,-5.0
2004,AL,"Combined Heat and Power, Industrial Power",Coal,,1.0,20.0,19.0,5.0
2005,AL,"Combined Heat and Power, Industrial Power",Coal,,1.0,20.0,19.0,0.0
2006,AL,"Combined Heat and Power, Industrial Power",Coal,,1.0,20.0,19.0,0.0
2007,AL,"Combined Heat and Power, Industrial Power",Coal,,1.0,20.0,19.0,0.0
2008,AL,"Combined Heat and Power, Industrial Power",Coal,,1.0,20.0,19.0,0.0
2009,AL,"Combined Heat and Power, Industrial Power",Coal,,1.0,13.0,12.0,-7.0
2010,AL,"Combined Heat and Power, Industrial Power",Coal,,1.0,13.0,12.0,0.0
1990,AZ,"Combined Heat and Power, Industrial Power",Coal,,1.0,55.0,51.0,
1991,AZ,"Combined Heat and Power, Industrial Power",Coal,,1.0,55.0,51.0,0.0
1992,AZ,"Combined Heat and Power, Industrial Power",Coal,,1.0,55.0,51.0,0.0
1993,AZ,"Combined Heat and Power, Industrial Power",Coal,,1.0,55.0,51.0,0.0
1994,AZ,"Combined Heat and Power, Industrial Power",Coal,,1.0,55.0,51.0,0.0
1995,AZ,"Combined Heat and Power, Industrial Power",Coal,,1.0,55.0,51.0,0.0
1996,AZ,"Combined Heat and Power, Industrial Power",Coal,,1.0,55.0,51.0,0.0
1997,AZ,"Combined Heat and Power, Industrial Power",Coal,,1.0,55.0,51.0,0.0
1998,AZ,"Combined Heat and Power, Industrial Power",Coal,,1.0,70.6,65.4,14.400000000000006
1999,AZ,"Combined Heat and Power, Industrial Power",Coal,,1.0,70.6,65.4,0.0
2000,AZ,"Combined Heat and Power, Industrial Power",Coal,,1.0,71.0,65.0,-0.4000000000000057
2001,AZ,"Combined Heat and Power, Industrial Power",Coal,,1.0,71.0,68.0,3.0
2002,AZ,"Combined Heat and Power, Industrial Power",Coal,,1.0,71.0,68.0,0.0
2003,AZ,"Combined Heat and Power, Industrial Power",Coal,,1.0,71.0,68.0,0.0
2004,AZ,"Combined Heat and Power, Industrial Power",Coal,,1.0,71.0,68.0,0.0
2005,AZ,"Combined Heat and Power, Industrial Power",Coal,,1.0,71.0,68.0,0.0
2006,AZ,"Combined Heat and Power, Industrial Power",Coal,,1.0,71.0,68.0,0.0
2007,AZ,"Combined Heat and Power, Industrial Power",Coal,,1.0,71.0,68.0,0.0
2008,AZ,"Combined Heat and Power, Industrial Power",Coal,,1.0,71.0,68.0,0.0
2009,AZ,"Combined Heat and Power, Industrial Power",Coal,,1.0,71.0,68.0,0.0
2010,AZ,"Combined Heat and Power, Industrial Power",Coal,,1.0,71.0,68.0,0.0
1990,CA,"Combined Heat and Power, Industrial Power",Coal,,3.0,140.8,131.4,
1991,CA,"Combined Heat and Power, Industrial Power",Coal,,2.0,110.8,103.3,-28.10000000000001
1992,CA,"Combined Heat and Power, Industrial Power",Coal,,3.0,134.8,125.6,22.299999999999997
1993,CA,"Combined Heat and Power, Industrial Power",Coal,,3.0,141.0,131.4,5.800000000000011
1994,CA,"Combined Heat and Power, Industrial Power",Coal,,3.0,141.0,131.4,0.0
1995,CA,"Combined Heat and Power, Industrial Power",Coal,,3.0,141.0,131.4,0.0
1996,CA,"Combined Heat and Power, Industrial Power",Coal,,3.0,141.0,131.4,0.0
1997,CA,"Combined Heat and Power, Industrial Power",Coal,,3.0,141.0,131.4,0.0
1998,CA,"Combined Heat and Power, Industrial Power",Coal,,1.0,55.0,51.0,-80.4
1999,CA,"Combined Heat and Power, Industrial Power",Coal,,1.0,55.0,51.0,0.0
2000,CA,"Combined Heat and Power, Industrial Power",Coal,,2.0,79.0,73.0,22.0
2001,CA,"Combined Heat and Power, Industrial Power",Coal,,2.0,79.0,34.0,-39.0
2002,CA,"Combined Heat and Power, Industrial Power",Coal,,2.0,79.0,34.0,0.0
2003,CA,"Combined Heat and Power, Industrial Power",Coal,,2.0,79.0,40.0,6.0
2004,CA,"Combined Heat and Power, Industrial Power",Coal,,2.0,79.0,72.0,32.0
2005,CA,"Combined Heat and Power, Industrial Power",Coal,,2.0,79.0,72.0,0.0
2006,CA,"Combined Heat and Power, Industrial Power",Coal,,2.0,79.0,72.0,0.0
2007,CA,"Combined Heat and Power, Industrial Power",Coal,,2.0,79.0,72.0,0.0
2008,CA,"Combined Heat and Power, Industrial Power",Coal,,1.0,55.0,50.0,-22.0
2009,CA,"Combined Heat and Power, Industrial Power",Coal,,1.0,55.0,50.0,0.0
2010,CA,"Combined Heat and Power, Industrial Power",Coal,,1.0,63.0,57.0,7.0
1990,DE,"Combined Heat and Power, Industrial Power",Coal,,2.0,40.5,37.1,
1991,DE,"Combined Heat and Power, Industrial Power",Coal,,2.0,40.5,37.1,0.0
1992,DE,"Combined Heat and Power, Industrial Power",Coal,,2.0,40.5,37.1,0.0
1993,DE,"Combined Heat and Power, Industrial Power",Coal,,2.0,40.5,37.1,0.0
1994,DE,"Combined Heat and Power, Industrial Power",Coal,,2.0,40.5,37.1,0.0
1995,DE,"Combined Heat and Power, Industrial Power",Coal,,2.0,40.5,37.1,0.0
1996,DE,"Combined Heat and Power, Industrial Power",Coal,,2.0,48.0,43.9,6.799999999999997
1997,DE,"Combined Heat and Power, Industrial Power",Coal,,1.0,30.0,27.0,-16.9
1998,DE,"Combined Heat and Power, Industrial Power",Coal,,1.0,30.0,27.0,0.0
1999,DE,"Combined Heat and Power, Industrial Power",Coal,,1.0,30.0,27.0,0.0
2000,DE,"Combined Heat and Power, Industrial Power",Coal,,1.0,30.0,27.0,0.0
2001,DE,"Combined Heat and Power, Industrial Power",Coal,,1.0,30.0,7.0,-20.0
2002,DE,"Combined Heat and Power, Industrial Power",Coal,,1.0,30.0,7.0,0.0
2003,DE,"Combined Heat and Power, Industrial Power",Coal,,1.0,30.0,9.0,2.0
2004,DE,"Combined Heat and Power, Industrial Power",Coal,,1.0,30.0,27.0,18.0
2005,DE,"Combined Heat and Power, Industrial Power",Coal,,1.0,30.0,27.0,0.0
2006,DE,"Combined Heat and Power, Industrial Power",Coal,,1.0,30.0,27.0,0.0
2007,DE,"Combined Heat and Power, Industrial Power",Coal,,1.0,30.0,27.0,0.0
2008,DE,"Combined Heat and Power, Industrial Power",Coal,,1.0,30.0,27.0,0.0
2009,DE,"Combined Heat and Power, Industrial Power",Coal,,1.0,20.0,18.0,-9.0
1990,FL,"Combined Heat and Power, Industrial Power",Coal,,3.0,133.8,125.1,
1991,FL,"Combined Heat and Power, Industrial Power",Coal,,2.0,126.3,118.3,-6.799999999999997
1992,FL,"Combined Heat and Power, Industrial Power",Coal,,2.0,126.3,118.3,0.0
1993,FL,"Combined Heat and Power, Industrial Power",Coal,,2.0,126.3,118.3,0.0
1994,FL,"Combined Heat and Power, Industrial Power",Coal,,2.0,126.3,118.3,0.0
1995,FL,"Combined Heat and Power, Industrial Power",Coal,,2.0,126.3,118.3,0.0
1996,FL,"Combined Heat and Power, Industrial Power",Coal,,2.0,126.3,118.3,0.0
1997,FL,"Combined Heat and Power, Industrial Power",Coal,,1.0,43.5,40.8,-77.5
1998,FL,"Combined Heat and Power, Industrial Power",Coal,,2.0,126.3,118.3,77.5
1999,FL,"Combined Heat and Power, Industrial Power",Coal,,2.0,126.3,118.3,0.0
2001,FL,"Combined Heat and Power, Industrial Power",Coal,,1.0,128.0,87.0,-31.299999999999997
2002,FL,"Combined Heat and Power, Industrial Power",Coal,,1.0,128.0,87.0,0.0
2003,FL,"Combined Heat and Power, Industrial Power",Coal,,1.0,118.0,80.0,-7.0
2004,FL,"Combined Heat and Power, Industrial Power",Coal,,1.0,74.0,50.0,-30.0
2005,FL,"Combined Heat and Power, Industrial Power",Coal,,1.0,74.0,50.0,0.0
2006,FL,"Combined Heat and Power, Industrial Power",Coal,,1.0,74.0,50.0,0.0
2007,FL,"Combined Heat and Power, Industrial Power",Coal,,1.0,74.0,50.0,0.0
2008,FL,"Combined Heat and Power, Industrial Power",Coal,,1.0,74.0,50.0,0.0
2009,FL,"Combined Heat and Power, Industrial Power",Coal,,1.0,74.0,50.0,0.0
2010,FL,"Combined Heat and Power, Industrial Power",Coal,,1.0,74.0,50.0,0.0
1990,GA,"Combined Heat and Power, Industrial Power",Coal,,5.0,88.0,78.7,
1991,GA,"Combined Heat and Power, Industrial Power",Coal,,3.0,64.5,56.9,-21.800000000000004
1992,GA,"Combined Heat and Power, Industrial Power",Coal,,5.0,137.3,125.1,68.19999999999999
1993,GA,"Combined Heat and Power, Industrial Power",Coal,,5.0,72.3,64.2,-60.89999999999999
1994,GA,"Combined Heat and Power, Industrial Power",Coal,,5.0,72.3,64.2,0.0
1995,GA,"Combined Heat and Power, Industrial Power",Coal,,5.0,72.3,64.2,0.0
1996,GA,"Combined Heat and Power, Industrial Power",Coal,,5.0,72.3,64.2,0.0
1997,GA,"Combined Heat and Power, Industrial Power",Coal,,2.0,13.2,12.3,-51.900000000000006
1998,GA,"Combined Heat and Power, Industrial Power",Coal,,3.0,58.2,51.0,38.7
1999,GA,"Combined Heat and Power, Industrial Power",Coal,,3.0,58.2,51.0,0.0
2000,GA,"Combined Heat and Power, Industrial Power",Coal,,5.0,279.0,261.0,210.0
2001,GA,"Combined Heat and Power, Industrial Power",Coal,,6.0,326.0,312.0,51.0
2002,GA,"Combined Heat and Power, Industrial Power",Coal,,6.0,326.0,317.0,5.0
2003,GA,"Combined Heat and Power, Industrial Power",Coal,,6.0,326.0,317.0,0.0
2004,GA,"Combined Heat and Power, Industrial Power",Coal,,5.0,281.0,273.0,-44.0
2005,GA,"Combined Heat and Power, Industrial Power",Coal,,5.0,281.0,273.0,0.0
2006,GA,"Combined Heat and Power, Industrial Power",Coal,,4.0,252.0,245.0,-28.0
2007,GA,"Combined Heat and Power, Industrial Power",Coal,,3.0,84.0,83.0,-162.0
2008,GA,"Combined Heat and Power, Industrial Power",Coal,,3.0,128.0,126.0,43.0
2009,GA,"Combined Heat and Power, Industrial Power",Coal,,3.0,128.0,126.0,0.0
2010,GA,"Combined Heat and Power, Industrial Power",Coal,,3.0,128.0,126.0,0.0
1990,IA,"Combined Heat and Power, Industrial Power",Coal,,7.0,209.3,195.3,
1991,IA,"Combined Heat and Power, Industrial Power",Coal,,7.0,216.3,201.0,5.699999999999989
1992,IA,"Combined Heat and Power, Industrial Power",Coal,,7.0,216.3,201.9,0.9000000000000057
1993,IA,"Combined Heat and Power, Industrial Power",Coal,,7.0,216.3,201.9,0.0
1994,IA,"Combined Heat and Power, Industrial Power",Coal,,7.0,216.3,201.9,0.0
1995,IA,"Combined Heat and Power, Industrial Power",Coal,,7.0,247.3,231.0,29.099999999999994
1996,IA,"Combined Heat and Power, Industrial Power",Coal,,7.0,247.3,231.0,0.0
1997,IA,"Combined Heat and Power, Industrial Power",Coal,,6.0,232.8,217.5,-13.5
1998,IA,"Combined Heat and Power, Industrial Power",Coal,,6.0,232.8,217.5,0.0
1999,IA,"Combined Heat and Power, Industrial Power",Coal,,6.0,256.8,239.8,22.30000000000001
2000,IA,"Combined Heat and Power, Industrial Power",Coal,,6.0,257.0,240.0,0.19999999999998863
2001,IA,"Combined Heat and Power, Industrial Power",Coal,,6.0,362.0,357.0,117.0
2002,IA,"Combined Heat and Power, Industrial Power",Coal,,6.0,362.0,357.0,0.0
2003,IA,"Combined Heat and Power, Industrial Power",Coal,,6.0,362.0,357.0,0.0
2004,IA,"Combined Heat and Power, Industrial Power",Coal,,6.0,362.0,357.0,0.0
2005,IA,"Combined Heat and Power, Industrial Power",Coal,,6.0,358.0,357.0,0.0
2006,IA,"Combined Heat and Power, Industrial Power",Coal,,6.0,358.0,357.0,0.0
2007,IA,"Combined Heat and Power, Industrial Power",Coal,,6.0,358.0,357.0,0.0
2008,IA,"Combined Heat and Power, Industrial Power",Coal,,5.0,327.0,326.0,-31.0
2009,IA,"Combined Heat and Power, Industrial Power",Coal,,6.0,504.0,504.0,178.0
2010,IA,"Combined Heat and Power, Industrial Power",Coal,,5.0,493.0,493.0,-11.0
1990,ID,"Combined Heat and Power, Industrial Power",Coal,,2.0,13.3,12.3,
1991,ID,"Combined Heat and Power, Industrial Power",Coal,,2.0,13.3,12.3,0.0
1992,ID,"Combined Heat and Power, Industrial Power",Coal,,2.0,13.3,12.3,0.0
1993,ID,"Combined Heat and Power, Industrial Power",Coal,,2.0,13.3,12.3,0.0
