"Plant.Name"	"plant.id"	"plant_code"	"RPS.ID"	"ARB.ID"	"Unit"	"Start.Date"	"Retired.Unit"	"Retire.Date"	"CA.ISO.Resource.ID"	"CA.ISO.Generating.Unit.Name"	"Company.Owner.Name"	"City"	"County"	"State"
"California Valley Solar Ranch"	"S0240"	57439	""	NA	"1B"	"1/8/2013"	FALSE	""	"CAVLSR_2_BSOLAR"	"California Valley Solar Ranch-Phase B"	"High Plains Ranch II LLC"	"Santa Margarita"	"San Luis Obispo"	"CA"
"Antelope Valley Solar Ranch 1"	"S0241"	57378	""	NA	"1"	"4/1/2013"	FALSE	""	"AVSOLR_2_SOLAR"	"AV Solar Ranch 1"	"AV Solar Ranch 1 LLC"	"Lancaster"	"Los Angeles"	"CA"
"Agua Caliente Solar (AZ)"	"S0242"	57373	""	NA	"1"	"1/19/2012"	FALSE	""	"AGUCAL_5_SOLAR1"	"Agua Caliente Solar"	"Agua Caliente Solar LLC"	"Dateland"	"Yuma"	"AZ"
"Copper Mountain I (NV)"	"S0243"	57205	""	NA	"CM10"	"6/28/2012"	FALSE	""	"COPMTN_2_CM10"	"CM10"	"Copper Mountain Solar"	"Boulder City"	"Clark"	"NV"
"Copper Mountain I (NV)"	"S0243"	57205	""	NA	"CM48"	"6/28/2012"	FALSE	""	"COPMTN_2_SOLAR1"	"CM48"	"Copper Mountain Solar"	"Boulder City"	"Clark"	"NV"
"Copper Mountain II (NV)"	"S0244"	58017	""	NA	"CMS2"	"6/28/2012"	FALSE	""	"COPMT2_2_SOLAR2"	"CMS2"	"Copper Mountain Solar"	"Boulder City"	"Clark"	"NV"
"Topaz Solar Farms LLC"	"S0245"	57695	""	NA	"Topaz 1"	"9/1/2013"	FALSE	""	"TOPAZ_2_SOLAR"	"Topaz Solar Farms"	"Topaz Solar Farms LLC"	"Santa Margarita"	"San Luis Obispo"	"CA"
"Alpaugh 50  LLC"	"S0246"	58003	""	NA	"1"	"3/1/2013"	FALSE	""	"ALPSLR_1_SPSSLR"	"Alpaugh 50 LLC"	"CED California Holdings LLC"	"Alpaugh"	"Tulare"	"CA"
"Alpaugh North  LLC"	"S0247"	58002	""	NA	"1"	"2/20/2013"	FALSE	""	"ALPSLR_1_NTHSLR"	"Alpaugh North, LLC"	"CED California Holdings LLC"	"Alpaugh"	"Tulare"	"CA"
"White River Solar  LLC CED"	"S0248"	58376	""	NA	"1"	"6/21/2013"	FALSE	""	"OLIVEP_1_SOLAR"	"White River Solar"	"CED California Holdings LLC"	"Alpaugh"	"Tulare"	"CA"
"Corcoran LLC CED"	"S0249"	58374	""	NA	"1"	"8/13/2013"	FALSE	""	"WAUKNA_1_SOLAR"	"Corcoran Solar"	"CED California Holdings LLC"	"Corcoran"	"Kings"	"CA"
"North Palm Springs 1A"	"S0250"	57743	""	NA	"1"	"4/2/2012"	FALSE	""	"BUCKWD_1_NPALM1"	"North Palm Springs 1"	"Solar Power Inc"	"North Palm Springs"	"Riverside"	"CA"
"North Palm Springs 4A"	"S0251"	57722	""	NA	"1"	"11/2/2012"	FALSE	""	"GARNET_1_SOLAR"	"North Palm Springs 4A"	"Solar Power Inc"	"North Palm Springs"	"Riverside"	"CA"
"Solar Star I (MidAmerican)"	"S0252"	58388	""	NA	"SSI"	"10/1/2013"	FALSE	""	"SLSTR1_2_SOLAR1"	"Solar Star 1"	"MidAmerican Renewables LLC (Solar Star)"	"Rosamond"	"Kern"	"CA"
"Solar Star II (MidAmerican)"	"S0253"	58143	""	NA	"SSII"	"10/1/2013"	FALSE	""	"SLSTR2_2_SOLAR2"	"Solar Star 2"	"MidAmerican Renewables LLC (Solar Star)"	"Rosamond"	"Kern"	"CA"
"Mesquite Solar 1 (AZ)"	"S0254"	57707	""	NA	"MS1"	"1/1/2014"	FALSE	""	"MSOLAR_2_SOLAR1"	"Mesquite Solar 1"	"Copper Mountain Solar"	"Arlington"	"Maricopa"	"AZ"
"Imperial Solar Energy Center South"	"S0255"	57490	""	NA	"56819"	"11/1/2013"	FALSE	""	"CSLR4S_2_SOLAR"	"Imperial Valley (Csolar IV)"	"Csolar IV South LLC (Tenaska Inc)"	"Calexico"	"Imperial"	"CA"
"Desert Sunlight 250"	"S0256"	58542	""	NA	"DSL250"	"12/25/2013"	FALSE	""	"DSRTSL_2_SOLAR1"	"Desert Stateline"	"Desert Sunlight 250 LLC"	"Desert Center"	"Riverside"	"CA"
"Desert Sunlight 300"	"S0257"	57933	""	NA	"DSL300"	"10/15/2013"	FALSE	""	"DSRTSL_2_SOLAR2"	""	"Desert Sunlight 300 LLC"	"Desert Center"	"Riverside"	"CA"
"Campo Verde Solar Project"	"S0258"	58467	""	NA	"CVS1"	"10/25/2013"	FALSE	""	"CPVERD_2_SOLAR"	"Campo Verde Solar"	"Campo Verde Solar LLC"	"El Centro"	"Imperial"	"CA"
"Genesis Solar Energy Project"	"S0259"	57394	""	NA	"Unit 1"	"3/7/2014"	FALSE	""	"GENESI_2_STG1"	"STG Unit 1"	"Genesis Solar LLC"	"Blythe"	"Riverside"	"CA"
"Genesis Solar Energy Project"	"S0259"	57394	""	NA	"Unit 2"	"11/30/2013"	FALSE	""	"GENESI_2_STG2"	"STG Unit 2"	"Genesis Solar LLC"	"Blythe"	"Riverside"	"CA"
"Kansas South"	"S0260"	58148	""	NA	"Kansas South"	"6/25/2013"	FALSE	""	"KANSAS_6_SOLAR"	"RE Kansas South"	"NRG Solar Kansas South LLC"	"Lemoore"	"Kings"	"CA"
"Radiance Solar 4"	"S0261"	58354	""	NA	"1"	"7/1/2013"	FALSE	""	""	""	"Quintas Energy"	"Lancaster"	"Los Angeles"	"CA"
"Radiance Solar 5"	"S0262"	58355	""	NA	"1"	"7/1/2013"	FALSE	""	""	""	"Quintas Energy"	"Lancaster"	"Los Angeles"	"CA"
"Western Antelope Blue Sky Ranch A"	"S0271"	58626	""	NA	"1"	"11/1/2014"	FALSE	""	"PLAINV_6_BSOLAR"	"Western Antelope Blue Sky Ranch A"	"QFER placeholder for company name"	"Lancaster"	"Los Angeles"	"CA"
"RE Rio Grande"	"S0278"	58500	""	NA	"1"	"11/18/2013"	FALSE	""	"GLDTWN_6_SOLAR"	"Rio Grande"	"Recurrent Energy LLC"	"Mojave"	"Kern"	"CA"
"RE Victor Phelan Solar One"	"S0279"	58202	""	NA	"1"	"12/6/2013"	FALSE	""	"VICTOR_1_SOLAR1"	"Victor Phelan Solar One"	"Recurrent Energy LLC"	"Adelanto"	"San Bernardino"	"CA"
"RE Dillard Road 1"	"S0280"	57777	""	NA	"1"	"1/1/2012"	FALSE	""	""	""	"Recurrent Energy LLC"	"Sloughhouse"	"Sacramento"	"CA"
"RE Dillard Road 2"	"S0281"	57779	""	NA	"1"	"1/1/2012"	FALSE	""	""	""	"Recurrent Energy LLC"	"Sloughhouse"	"Sacramento"	"CA"
"RE Dillard Road 3"	"S0282"	57781	""	NA	"1"	"1/1/2012"	FALSE	""	""	""	"Recurrent Energy LLC"	"Sloughhouse"	"Sacramento"	"CA"
"RE Dillard Road 4"	"S0283"	57806	""	NA	"1"	"1/1/2012"	FALSE	""	""	""	"Recurrent Energy LLC"	"Sloughhouse"	"Sacramento"	"CA"
"RE Bruceville Solar 1"	"S0284"	57783	""	NA	"1"	"1/1/2012"	FALSE	""	""	""	"Recurrent Energy LLC"	"Elk Grove"	"Sacramento"	"CA"
"RE Bruceville Solar 2"	"S0285"	57784	""	NA	"1"	"1/1/2012"	FALSE	""	""	""	"Recurrent Energy LLC"	"Elk Grove"	"Sacramento"	"CA"
"RE Bruceville Solar 3"	"S0286"	57785	""	NA	"1"	"1/1/2012"	FALSE	""	""	""	"Recurrent Energy LLC"	"Elk Grove"	"Sacramento"	"CA"
"RE Rosamond Two"	"S0287"	58499	""	NA	"1"	"12/23/2013"	FALSE	""	"RSMSLR_6_SOLAR2"	"Rosamond Two"	"Recurrent Energy LLC"	"Rosamond"	"Kern"	"CA"
"RE Rosamond One"	"S0288"	NA	""	NA	"Unit 1"	"12/1/2013"	FALSE	""	"RSMSLR_6_SOLAR1"	"Rosamond One"	"Recurrent Energy LLC"	"Rosamond"	"Kern"	"CA"
"Cascade Solar PV"	"S0289"	58590	""	NA	"1"	"3/19/2014"	FALSE	""	"DEVERS_1_SOLAR"	"Cascade Solar"	"Cascade Solar LLC c/o Axio Power Holdings LLC"	"Joshua Tree"	"San Bernardino"	"CA"
"Centinela Solar Energy"	"S0291"	58430	""	NA	"Unit 1"	"10/1/2013"	FALSE	""	"CNTNLA_2_SOLAR1"	"Centinela Solar Energy Facility (Phase I)"	"LS Power"	"Calexico"	"Imperial"	"CA"
"Centinela Solar Energy"	"S0291"	58430	""	NA	"Unit 2"	"8/15/2014"	FALSE	""	"CNTNLA_2_SOLAR2"	"Centinela Solar Energy 2"	"LS Power"	"Calexico"	"Imperial"	"CA"
"Arlington Valley Solar Energy II"	"S0292"	57680	""	NA	"5912038"	"11/5/2013"	FALSE	""	"ARLVAL_5_SOLAR"	"Arlington Valley Solar Energy II"	"LS Power"	"Arlington"	"Maricopa"	"AZ"
"Watts"	"S0293"	NA	""	NA	"1"	"1/1/2014"	FALSE	""	""	""	"QFER placeholder for company name"	"Adelanto"	"San Bernardino"	"CA"
"RE Columbia 3"	"S0294"	58502	""	NA	"1"	"12/1/2013"	FALSE	""	"GLDTWN_6_COLUM3"	"Columbia 3"	"Recurrent Energy LLC"	"Mojave"	"Kern"	"CA"
"Copper Mountain III (NV)"	"S0295"	58915	""	NA	"CMS3"	"5/12/2014"	FALSE	""	""	""	"Copper Mountain Solar"	"Boulder City"	"Clark"	"NV"
"NRG Solar Community I LLC"	"S0296"	58518	""	NA	"1"	"6/13/2014"	FALSE	""	""	""	"NRG Solar Community I LLC"	"Brawley"	"Imperial"	"CA"
"Naval Air Weapons Station China Lake"	"S0297"	57764	""	NA	"Unit 1"	"9/17/2012"	FALSE	""	""	""	"MetLide Capital Credit LP"	"China Lake"	"Kern"	"CA"
"Heber Solar Facility"	"S0298"	58398	""	NA	"Unit 1"	"4/23/2014"	FALSE	""	""	""	"Imperial Solar 1 LLC"	"Heber"	"Imperial"	"CA"
"Expressway Solar A"	"S0299"	58761	""	NA	"A"	"4/30/2014"	FALSE	""	"VICTOR_1_EXSLRA"	"Expressway Solar A"	"sPower"	"Victorville"	"San Bernardino"	"CA"
"Fall River Mills Project A & B"	"S0300"	58814	""	NA	"W3985"	"3/5/2014"	FALSE	""	"PIT1_6_FRIVRA"	"Fall River Mills Project A"	"PSEG Solar Source LLC"	"Fall River Mills"	"Shasta"	"CA"
"Fall River Mills Project A & B"	"S0300"	58814	""	NA	"W3986"	"3/5/2014"	FALSE	""	"MCARTH_6_FRIVRB"	"Fall River Mills Project B"	"PSEG Solar Source LLC"	"Fall River Mills"	"Shasta"	"CA"
"Kettleman Solar"	"S0301"	NA	""	NA	"1"	"3/1/2014"	FALSE	""	"LOCKFD_1_KSOLAR"	"Kettleman Solar"	"Ecos Energy LLC"	"Lodi"	"San Joaquin"	"CA"
"Terzian"	"S0302"	NA	""	NA	"1"	"5/1/2014"	FALSE	""	"REEDLY_6_SOLAR"	"Terzian"	"Pristine Sun LLC"	"Reedley"	"Fresno"	"CA"
"Bear Creek Solar"	"S0303"	NA	""	NA	"1"	"1/1/2014"	FALSE	""	"LOCKFD_1_BEARCK"	"Bear Creek Solar"	"Bear Creek Solar LLC"	"Lodi"	"San Joaquin"	"CA"
"San Benito Smart Park"	"S0304"	NA	""	NA	"1"	"5/31/2014"	FALSE	""	"HOLSTR_1_SOLAR"	"San Benito Smart Park"	"Smart Park LLC"	"Hollister"	"San Benito"	"CA"
"Ramona 1 & 2"	"S0305"	NA	""	NA	"Unit 1"	"12/1/2013"	FALSE	""	"CRELMN_6_RAMON1"	"Ramona 1"	"Sol Orchard"	"Ramona"	"San Diego"	"CA"
"Ramona 1 & 2"	"S0305"	NA	""	NA	"Unit 2"	"12/1/2013"	FALSE	""	"CRELMN_6_RAMON2"	"Ramona 2"	"Sol Orchard"	"Ramona"	"San Diego"	"CA"
"Orion 1 Solar"	"S0306"	NA	""	NA	"1"	"4/1/2014"	FALSE	""	"ARVINN_6_ORION1"	"Orion 1 Solar"	"Recurrent Energy LLC"	"Arvin"	"Kern"	"CA"
"Orion 2 Solar"	"S0307"	NA	""	NA	"1"	"6/1/2014"	FALSE	""	"ARVINN_6_ORION2"	"Orion 2 Solar"	"Recurrent Energy LLC"	"Lemoore"	"Kings"	"CA"
"Adobe Solar"	"S0308"	57651	""	NA	"1"	"5/1/2014"	FALSE	""	"ADOBEE_1_SOLAR"	"Adobe Solar"	"SunEdison"	"Arvin"	"Kern"	"CA"
"Cloverdale Solar I"	"S0309"	NA	""	NA	"1"	"6/1/2014"	FALSE	""	"CLOVDL_1_SOLAR"	"Cloverdale Solar I"	"GreenLead-TNX Management"	"Cloverdale"	"Sonoma"	"CA"
"Grasslands EPWF"	"S0310"	NA	""	NA	"1"	"7/1/2013"	FALSE	""	"DAVIS_1_SOLAR1"	"Grasslands 3"	"Yolo County General Services"	"Davis"	"Yolo"	"CA"
"Grasslands RES-BCT"	"S0311"	NA	""	NA	"1"	"7/1/2013"	FALSE	""	"DAVIS_1_SOLAR2"	"Grasslands 4"	"Yolo County General Services"	"Davis"	"Yolo"	"CA"
"Adams East  LLC"	"S0312"	58984	""	NA	"1"	"12/1/2014"	FALSE	""	"ADMEST_6_SOLAR"	"Adams East"	"Dominion Solar - CA"	"Mendota"	"Fresno"	"CA"
"Camelot  LLC"	"S0313"	58983	""	NA	"1"	"11/26/2014"	FALSE	""	"CAMLOT_2_SOLAR1"	"Camelot"	"Dominion Solar - CA"	"Mojave"	"Kern"	"CA"
"Columbia Two  LLC"	"S0314"	58990	""	NA	"1"	"11/26/2014"	FALSE	""	"CUMBIA_1_SOLAR"	"Columbia Solar Energy II"	"Dominion Solar - CA"	"Mojave"	"Kern"	"CA"
"Kent South  LLC"	"S0315"	58991	""	NA	"1"	"12/1/2014"	FALSE	""	"KNTSTH_6_SOLAR"	"Kent South"	"Dominion Solar - CA"	"Lemoore"	"Kings"	"CA"
"Old River One LLC"	"S0316"	58986	""	NA	"1"	"12/17/2014"	FALSE	""	"OLDRV1_6_SOLAR"	"Old River One"	"Dominion Solar - CA"	"Bakersfield"	"Kern"	"CA"
"Corcoran Irrigation District Solar  LLC"	"S0317"	59183	""	NA	"1"	"12/22/2014"	FALSE	""	"CORCAN_1_SOLAR1"	"CID Solar"	"Dominion Solar - CA"	"Corcoran"	"Kings"	"CA"
"West Antelope Solar Park"	"S0318"	59443	""	NA	"1"	"11/10/2014"	FALSE	""	"ACACIA_6_SOLAR"	"West Antelope Solar"	"Dominion Solar - CA"	"Lancaster"	"Los Angeles"	"CA"
"Kansas  LLC"	"S0319"	58985	""	NA	"1"	"11/20/2014"	FALSE	""	"LEPRFD_1_KANSAS"	"Kansas"	"Dominion Solar - CA"	"Lemoore"	"Kings"	"CA"
"White River Solar 2  LLC_(White River West)"	"S0320"	58973	""	NA	"1"	"9/17/2014"	FALSE	""	"OLIVEP_1_SOLAR2"	"White River West"	"CED California Holdings LLC"	"Alpaugh"	"Tulare"	"CA"
"Regulus Solar"	"S0321"	NA	""	NA	"1"	"10/31/2014"	FALSE	""	"LAMONT_1_SOLAR1"	"Regulus Solar"	"SunEdison"	"Bakersfield"	"Kern"	"CA"
"SPVP048 Redlands"	"S0322"	57900	""	NA	"1"	"8/12/2014"	FALSE	""	"SBERDO_2_RTS048"	"SPVP048"	"Southern California Edison (SCE)"	"Redlands"	"San Bernardino"	"CA"
"Atwell Island PV Solar Generating Facility"	"S0323"	58366	""	NA	"Unit 1"	"3/1/2013"	FALSE	""	"ATWELL_1_SOLAR"	"Atwell Island PV Solar Generating Faci."	"QFER placeholder for company name"	"Alpaugh"	"Tulare"	"CA"
"Alhambra Solar Facility"	"S0324"	58592	""	NA	"SGAH"	"11/26/2014"	FALSE	""	"ALHMBR_1_ALHSLR"	"SG Alhambra"	"Southern Power Company"	"Calipatria"	"Imperial"	"CA"
"Arkansas Solar Facility"	"S0325"	58592	""	NA	"SGAK"	"11/26/2014"	FALSE	""	"ARKANS_1_ARKSLR"	"SG Arkansas"	"Southern Power Company"	"Calipatria"	"Imperial"	"CA"
"Sonora Solar Facility"	"S0326"	58592	""	NA	"SGSO"	"11/26/2014"	FALSE	""	""	""	"Southern Power Company"	"Calipatria"	"Imperial"	"CA"
"Wildwood Solar I"	"S0327"	59380	""	NA	"WLD1"	"2/18/2015"	FALSE	""	"WLDWD_1_SOLAR1"	"Wildwood Solar I"	"Duke Energy Renewables"	"Wasco"	"Kern"	"CA"
"Lone Valley Solar Park 1"	"S0328"	58413	""	NA	"1"	"10/1/2014"	FALSE	""	"VICTOR_1_LVSLR1"	"Lone Valley Solar Park 1"	"EDP Renewables North America LLC"	"Lucerne Valley"	"San Bernardino"	"CA"
"Lone Valley Solar Park 2"	"S0329"	59041	""	NA	"2"	"10/1/2014"	FALSE	""	"VICTOR_1_LVSLR2"	"Lone Valley Solar Park 2"	"EDP Renewables North America LLC"	"Lucerne Valley"	"San Bernardino"	"CA"
"Shafter Solar LLC"	"S0330"	NA	""	NA	"1"	"6/3/2015"	FALSE	""	"7STDRD_1_SOLAR1"	"Shafter Solar"	"Sharter Solar LLC"	"Shafter"	"Kern"	"CA"
"Cottonwood Goose Lake LLC"	"S0331"	59086	""	NA	"1"	"4/28/2015"	FALSE	""	"GOOSLK_1_SOLAR1"	"Goose Lake"	"Dominion Solar - CA"	"Lost Hills"	"Kern"	"CA"
"Cottonwood City of Corcoran LLC"	"S0332"	59087	""	NA	"1"	"4/23/2015"	FALSE	""	"CORCAN_1_SOLAR2"	"Corcoran City"	"Dominion Solar - CA"	"Corcoran"	"Kings"	"CA"
"Alamo Solar LLC"	"S0333"	59469	""	NA	"1"	"4/17/2015"	FALSE	""	"VICTOR_1_SOLAR2"	"Alamo Solar"	"Dominion Solar - CA"	"San Bernardino"	"San Bernardino"	"CA"
"Catalina Two LLC"	"S0334"	59334	""	NA	"1"	"5/20/2015"	FALSE	""	"CATLNA_2_SOLAR2"	"Catalina Solar 2"	"Dominion Solar - CA"	"Rosamond"	"Kern"	"CA"
"Corcoran 2 Solar LLC CED"	"S0335"	59413	""	NA	"1"	"6/10/2015"	FALSE	""	"WAUKNA_1_SOLAR2"	"Corcoran 2"	"CED California Holdings LLC"	"Corcoran"	"Kings"	"CA"
"Atwell Island West LLC CED"	"S0336"	59414	""	NA	"1"	"6/25/2015"	FALSE	""	"ATWEL2_1_SOLAR1"	"Atwell West"	"CED California Holdings LLC"	"Alpaugh"	"Tulare"	"CA"
"Vega Solar"	"S0337"	NA	""	NA	"1"	"3/24/2015"	FALSE	""	"VEGA_6_SOLAR1"	"Vega Solar"	"SunEdison"	"Los Banos"	"Merced"	"CA"
"Blackwell Solar"	"S0339"	58711	""	NA	"BWS1"	"4/17/2015"	FALSE	""	"BLCKWL_6_SOLAR1"	"Blackwell Solar"	"Blackwell Solar LLC"	"Lost Hills"	"Kern"	"CA"
"Lost Hills Solar"	"S0340"	58712	""	NA	"LHS1"	"4/17/2015"	FALSE	""	"LHILLS_6_SOLAR1"	"Lost Hills Solar"	"Lost Hills Solar LLC"	"Lost Hills"	"Kern"	"CA"
"North Star Solar"	"S0341"	58713	""	NA	"NSS1"	"6/19/2015"	FALSE	""	"MNDOTA_1_SOLAR1"	"North Star Solar 1"	"North Star Solar LLC"	"Mendota"	"Fresno"	"CA"
"Imperial Valley Solar Company (IVSC) 2 LLC"	"S0342"	59433	""	NA	"1"	"8/6/2015"	FALSE	""	""	""	"Dominion Solar - CA"	"Niland"	"Imperial"	"CA"
"McCoy Solar LLC"	"S0346"	58451	""	NA	"Unit 1"	"8/8/2015"	FALSE	""	"BLKCRK_2_SOLAR1"	"McCoy Station"	"McCoy Solar LLC"	"Blythe"	"Riverside"	"CA"
"Pleasant Valley State Prison"	"S0349"	59748	""	NA	"1"	"7/22/2014"	FALSE	""	""	""	"SunEdison"	"Coalinga"	"Fresno"	"CA"
"Coalinga State Hospital"	"S0350"	59746	""	NA	"1"	"7/22/2014"	FALSE	""	""	""	"SunEdison"	"Coalinga"	"Fresno"	"CA"
"Snowline - Duncan Road (North)"	"S0351"	59359	""	NA	"1"	"10/2/2014"	FALSE	""	""	""	"SunEdison"	"Phelan"	"San Bernardino"	"CA"
"Snowline - Duncan Road (South)"	"S0352"	59360	""	NA	"1"	"10/2/2014"	FALSE	""	""	""	"SunEdison"	"Phelan"	"San Bernardino"	"CA"
"Snowline - White Road (North)"	"S0353"	59422	""	NA	"1"	"11/25/2014"	FALSE	""	""	""	"SunEdison"	"Phelan"	"San Bernardino"	"CA"
"Snowline - White Road (South)"	"S0354"	59421	""	NA	"1"	"11/25/2014"	FALSE	""	""	""	"SunEdison"	"Phelan"	"San Bernardino"	"CA"
"Snowline - White Road (Central)"	"S0355"	59423	""	NA	"1"	"11/25/2014"	FALSE	""	""	""	"SunEdison"	"Phelan"	"San Bernardino"	"CA"
"CA State Prison LA County"	"S0356"	NA	""	NA	"1"	"12/19/2012"	FALSE	""	""	""	"SunEdison"	"Lancaster"	"Los Angeles"	"CA"
"Ironwood State Prison II"	"S0357"	NA	""	NA	"1"	"7/4/2012"	FALSE	""	""	""	"SunEdison"	"Blythe"	"Riverside"	"CA"
"North Kern State Prison"	"S0358"	NA	""	NA	"1"	"12/22/2011"	FALSE	""	""	""	"SunEdison"	"Delano"	"Kern"	"CA"
"North Kern State Prison II"	"S0359"	NA	""	NA	"1"	"9/28/2012"	FALSE	""	""	""	"SunEdison"	"Delano"	"Kern"	"CA"
"SolFocus - Victor Valley Community College"	"S0360"	NA	""	NA	"1"	"6/30/2010"	FALSE	""	""	""	"SunEdison"	"Victorville"	"San Bernardino"	"CA"
"Patton State Hospital II "	"S0361"	NA	""	NA	"1"	"7/3/2012"	FALSE	""	""	""	"SunEdison"	"Highland"	"San Bernardino"	"CA"
"Fairfield-Suisun Sewer District - WTP"	"S0362"	NA	""	NA	"1"	"12/23/2009"	FALSE	""	""	""	"SunEdison"	"Fairfield"	"Solano"	"CA"
"Palm Springs SD - Cathedral City HS"	"S0363"	NA	""	NA	"1"	"8/9/2013"	FALSE	""	""	""	"SunEdison"	"Cathedral City"	"Riverside"	"CA"
"Walgreens - Moreno Valley"	"S0364"	NA	""	NA	"1"	"9/26/2007"	FALSE	""	""	""	"SunEdison"	"Moreno Valley"	"Riverside"	"CA"
"Palm Springs SD - Palm Springs HS"	"S0365"	NA	""	NA	"1"	"8/28/2013"	FALSE	""	""	""	"SunEdison"	"Palm Springs"	"Riverside"	"CA"
"Staples - La Mirada"	"S0366"	NA	""	NA	"1"	"3/19/2010"	FALSE	""	""	""	"SunEdison"	"La Mirada"	"Los Angeles"	"CA"
"Palm Springs SD - Rancho Mirage HS"	"S0367"	NA	""	NA	"1"	"8/28/2013"	FALSE	""	""	""	"SunEdison"	"Rancho Mirage"	"Riverside"	"CA"
"Procter & Gamble - Oxnard"	"S0368"	NA	""	NA	"1"	"9/25/2009"	FALSE	""	""	""	"SunEdison"	"Oxnard"	"Ventura"	"CA"
"ELACC - Parking Lot"	"S0369"	NA	""	NA	"1"	"3/27/2008"	FALSE	""	""	""	"SunEdison"	"Monterey Park"	"Los Angeles"	"CA"
"Kohl's - San Bernardino - Mill"	"S0370"	NA	""	NA	"1"	"11/28/2007"	FALSE	""	""	""	"SunEdison"	"San Bernardino"	"San Bernardino"	"CA"
"SCE - Isis"	"S0371"	NA	""	NA	"1"	"1/1/2000"	TRUE	"12/31/2000"	""	""	"SunEdison"	"Lost Hills"	"Kern"	"CA"
"Borrego Solar - Twin Oaks"	"S0372"	NA	""	NA	"1"	"6/2/2011"	FALSE	""	""	""	"SunEdison"	"San Marcos"	"San Diego"	"CA"
"Bolthouse Farms - S&P"	"S0373"	NA	""	NA	"1"	"10/30/2008"	FALSE	""	""	""	"SunEdison"	"Bakersfield"	"Kern"	"CA"
"Soledad"	"S0374"	NA	""	NA	"1"	"12/30/2013"	FALSE	""	""	""	"SunEdison"	"Tehachapi"	"Kern"	"CA"
"CA Correctional Institution"	"S0375"	NA	""	NA	"1"	"2/22/2012"	FALSE	""	""	""	"SunEdison"	"Tehachapi"	"Kern"	"CA"
"CA Correctional Institution II"	"S0376"	NA	""	NA	"1"	"6/24/2013"	FALSE	""	""	""	"SunEdison"	"Tehachapi"	"Kern"	"CA"
"Kohl's - San Bernardino - Central"	"S0377"	NA	""	NA	"1"	"8/24/2012"	FALSE	""	""	""	"SunEdison"	"San Bernardino"	"San Bernardino"	"CA"
"San Diego - Alta Rd. EMDF Canopy"	"S0378"	NA	""	NA	"1"	"12/2/2011"	FALSE	""	""	""	"SunEdison"	"San Diego"	"San Diego"	"CA"
"SCE - Corona"	"S0379"	NA	""	NA	"1"	"4/15/2013"	FALSE	""	""	""	"SunEdison"	"Corona"	"Riverside"	"CA"
"Ladera Ranch I"	"S0388"	NA	"60882A"	NA	"1"	"7/24/2007"	FALSE	""	""	""	"San Diego Gas & Electric (SDG&E)"	"Ladera Ranch"	"San Diego"	"CA"
"Del Sur Elementary School"	"S0389"	NA	"60762A"	NA	"1"	"9/5/2008"	FALSE	""	""	""	"San Diego Gas & Electric (SDG&E)"	"San Diego"	"San Diego"	"CA"
"Fairfield Grossmont Trolley"	"S0390"	NA	"61922A"	NA	"1"	"4/27/2010"	FALSE	""	""	""	"San Diego Gas & Electric (SDG&E)"	"La Mesa"	"San Diego"	"CA"
"Hunter Industries"	"S0391"	NA	"60883A"	NA	"1"	"12/4/2007"	FALSE	""	""	""	"San Diego Gas & Electric (SDG&E)"	"San Marcos"	"San Diego"	"CA"
"Innovative Cold Storage Enterprises (ICE)"	"S0392"	NA	"60761A"	NA	"1"	"12/9/2008"	FALSE	""	""	""	"San Diego Gas & Electric (SDG&E)"	"San Diego"	"San Diego"	"CA"
"Pacific Station"	"S0393"	NA	"62294A"	NA	"1"	"5/16/2012"	FALSE	""	""	""	"San Diego Gas & Electric (SDG&E)"	"Encinitas"	"San Diego"	"CA"
"Sanford-Burnhan Medical Research Institute I"	"S0394"	NA	"61251A"	NA	"1"	"1/28/2011"	FALSE	""	""	""	"San Diego Gas & Electric (SDG&E)"	"San Diego"	"San Diego"	"CA"
"SDCCD - Skills Center"	"S0395"	NA	"61250A"	NA	"1"	"7/8/2009"	FALSE	""	""	""	"San Diego Gas & Electric (SDG&E)"	"San Diego"	"San Diego"	"CA"
"Towers at Bressi Ranch"	"S0396"	NA	"60884A"	NA	"1"	"2/28/2008"	FALSE	""	""	""	"San Diego Gas & Electric (SDG&E)"	"Carlsbad"	"San Diego"	"CA"
"Wilco Investments"	"S0397"	NA	"61992A"	NA	"1"	"5/27/2010"	FALSE	""	""	""	"San Diego Gas & Electric (SDG&E)"	"Vista"	"San Diego"	"CA"
"X-nth"	"S0398"	NA	"60881A"	NA	"1"	"6/25/2004"	FALSE	""	""	""	"San Diego Gas & Electric (SDG&E)"	"San Diego"	"San Diego"	"CA"
"Southwestern Community College"	"S0399"	NA	""	NA	"1"	"10/24/2014"	FALSE	""	""	""	"Southwestern Community College"	"Chula Vista"	"San Diego"	"CA"
"USMC Maintenance Officer"	"S0400"	NA	""	NA	"1"	"8/8/2012"	FALSE	""	""	""	"United States Marine Corps"	"San Diego"	"San Diego"	"CA"
"San Diego City Regional Airport Authority"	"S0401"	NA	""	NA	"1"	"2/5/2015"	FALSE	""	""	""	"San Diego City of"	"San Diego"	"San Diego"	"CA"
"USMC"	"S0402"	NA	""	NA	"1"	"5/26/2015"	FALSE	""	""	""	"United States Marine Corps"	"San Clemente"	"Orange"	"CA"
